순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
598,045970,코아시아,"10,550","610","6.1","1,427,670","14,909,186,710","10,000","10,700","9,980","276,988,815,200","0.02","26,254,864",,,
599,191420,테고사이언스,"34,000","700","2.1","186,659","6,293,370,600","33,400","34,650","32,400","274,911,556,000","0.02","8,085,634",,,
600,288620,에스퓨얼셀,"47,800","-1,000","-2.0","309,651","14,916,088,400","49,150","49,200","47,600","274,578,304,800","0.02","5,744,316",,,
601,002150,도화엔지니어링,"8,140","-140","-1.7","102,007","828,962,150","8,260","8,260","8,010","274,480,800,000","0.02","33,720,000",,,
602,110790,크리스에프앤씨,"23,400","0","0.0","12,134","279,604,850","23,050","23,500","22,650","274,142,232,000","0.02","11,715,480",,,
603,111710,남화산업,"13,300","-200","-1.5","93,322","1,235,159,000","13,400","13,450","13,150","273,820,400,000","0.02","20,588,000",,,
604,216050,인크로스,"33,950","450","1.3","114,263","3,877,043,250","33,200","34,700","33,000","273,527,579,150","0.02","8,056,777",,,
605,288330,브릿지바이오테라퓨틱스,"42,800","1,300","3.1","158,739","6,767,879,000","41,500","43,650","40,550","273,366,082,400","0.02","6,387,058",,,
606,243840,신흥에스이씨,"40,500","-1,050","-2.5","81,020","3,292,370,100","41,550","41,600","40,200","273,125,196,000","0.02","6,743,832",,,
607,001500,현대차증권,"9,300","90","1.0","133,162","1,243,877,270","9,260","9,430","9,220","272,835,132,300","0.02","29,337,111",,,
608,263050,유틸렉스,"36,500","900","2.5","55,016","1,981,171,450","35,950","36,550","35,150","272,298,541,000","0.02","7,460,234",,,
609,251370,와이엠티,"36,650","-850","-2.3","123,242","4,515,313,500","37,450","37,500","36,150","271,400,580,000","0.01","7,405,200",,,
610,061040,알에프텍,"10,650","-50","-0.5","1,760,455","18,803,671,850","10,550","10,900","10,400","269,733,135,750","0.01","25,327,055",,,
611,004710,한솔테크닉스,"8,400","-80","-0.9","426,076","3,592,768,340","8,520","8,530","8,370","269,722,975,200","0.01","32,109,878",,,
612,299660,셀리드,"27,950","-450","-1.6","120,106","3,334,447,050","28,350","28,350","27,500","269,680,941,400","0.01","9,648,692",,,
613,200710,에이디테크놀로지,"29,000","-900","-3.0","465,212","13,513,848,050","29,000","29,600","28,550","268,809,729,000","0.01","9,269,301",,,
614,009680,모토닉,"8,090","-300","-3.6","90,665","735,901,220","8,360","8,360","8,010","266,970,000,000","0.01","33,000,000",,,
615,057500,SKC 솔믹스,"4,340","-50","-1.1","619,221","2,688,577,440","4,390","4,395","4,300","266,884,133,600","0.01","61,494,040",,,
616,102460,이연제약,"15,900","450","2.9","108,332","1,687,563,150","15,550","15,900","15,200","266,643,000,000","0.01","16,770,000",,,
617,005390,신성통상,"1,855","25","1.4","9,107,736","16,741,291,515","1,840","1,870","1,770","266,579,063,450","0.01","143,708,390",,,
618,308170,센트랄모텍,"30,850","0","0.0","88,821","2,719,497,050","30,800","31,000","30,450","265,618,500,000","0.01","8,610,000",,,
619,234340,세틀뱅크,"28,650","-150","-0.5","50,525","1,437,250,700","28,950","28,950","28,100","265,499,550,000","0.01","9,267,000",,,
620,003300,한일홀딩스,"44,250","350","0.8","1,842","81,099,100","43,900","44,750","43,550","265,250,253,000","0.01","5,994,356",,,
621,00088K,한화3우B,"11,750","-50","-0.4","113,013","1,334,620,150","11,800","11,950","11,700","264,046,000,000","0.01","22,472,000",,,
622,015860,일진홀딩스,"5,350","350","7.0","2,734,987","14,371,734,440","5,140","5,540","5,030","264,009,034,050","0.01","49,347,483",,,
623,119610,인터로조,"22,600","-500","-2.2","59,854","1,358,940,500","23,000","23,100","22,600","263,898,798,800","0.01","11,676,938",,,
624,067000,조이시티,"18,550","650","3.6","297,735","5,457,973,150","19,050","19,200","17,400","263,202,852,150","0.01","14,188,833",,,
625,033500,동성화인텍,"9,750","-60","-0.6","323,075","3,164,595,960","9,810","9,930","9,650","263,090,187,750","0.01","26,983,609",,,
626,054780,키이스트,"15,400","-600","-3.8","3,664,780","59,684,266,450","16,100","17,100","15,100","262,899,036,400","0.01","17,071,366",,,
627,225570,넷게임즈,"9,090","-310","-3.3","154,835","1,421,929,580","9,320","9,390","9,050","262,144,982,880","0.01","28,838,832",,,
628,262260,에이프로,"41,250","-1,550","-3.6","601,970","25,054,172,450","42,800","43,300","41,150","261,770,602,500","0.01","6,345,954",,,
629,101060,SBS미디어홀딩스,"1,865","0","0.0","58,550","109,486,605","1,875","1,895","1,860","260,906,394,350","0.01","139,896,190",,,
630,001130,대한제분,"154,000","-500","-0.3","7,304","1,131,039,000","153,500","157,000","152,500","260,260,000,000","0.01","1,690,000",,,
631,044490,태웅,"12,950","2,300","21.6","9,597,308","118,549,773,700","10,700","13,500","10,500","259,095,583,950","0.01","20,007,381",,,
632,200670,휴메딕스,"25,950","-250","-1.0","92,067","2,369,796,650","26,400","26,400","25,450","258,752,484,300","0.01","9,971,194",,,
633,300120,라온피플,"25,000","-500","-2.0","142,808","3,567,646,200","25,250","25,450","24,800","258,211,400,000","0.01","10,328,456",,,
634,092730,네오팜,"31,450","-550","-1.7","84,356","2,664,223,200","31,900","32,000","31,400","258,121,503,450","0.01","8,207,361",,,
635,089600,나스미디어,"29,400","-450","-1.5","40,556","1,192,527,000","29,750","29,950","29,250","257,387,915,400","0.01","8,754,691",,,
636,272550,삼양패키징,"18,000","250","1.4","66,216","1,199,737,750","18,100","18,450","17,800","255,776,472,000","0.01","14,209,804",,,
637,179900,유티아이,"15,850","0","0.0","90,505","1,424,696,200","15,800","15,950","15,550","255,452,785,750","0.01","16,116,895",,,
638,047310,파워로직스,"7,420","-80","-1.1","450,174","3,353,604,370","7,460","7,560","7,370","255,403,686,440","0.01","34,420,982",,,
639,121440,골프존뉴딘홀딩스,"5,940","0","0.0","523,756","3,150,429,470","5,950","6,180","5,840","254,450,698,920","0.01","42,836,818",,,
640,00104K,CJ4우(전환),"60,100","-400","-0.7","12,334","739,711,800","60,100","60,500","59,700","254,013,371,200","0.01","4,226,512",,,
641,092130,이크레더블,"21,050","100","0.5","6,181","129,598,750","21,100","21,200","20,800","253,517,780,000","0.01","12,043,600",,,
642,064260,다날,"3,775","-50","-1.3","861,361","3,256,828,405","3,820","3,830","3,760","253,263,738,300","0.01","67,089,732",,,
643,220630,해마로푸드서비스,"2,480","50","2.1","438,936","1,074,226,310","2,435","2,485","2,415","252,507,476,880","0.01","101,817,531",,,
644,005960,동부건설,"11,500","450","4.1","103,732","1,176,885,350","11,000","11,500","11,000","251,588,087,500","0.01","21,877,225",,,
645,006620,동구바이오제약,"26,100","1,000","4.0","423,169","10,892,583,800","25,350","26,350","24,850","250,664,400,000","0.01","9,604,000",,,
646,006840,AK홀딩스,"18,900","-150","-0.8","48,098","910,958,850","19,200","19,250","18,800","250,378,902,900","0.01","13,247,561",,,
647,036530,S&T홀딩스,"15,350","0","0.0","4,950","75,989,450","15,400","15,500","15,250","250,264,650,100","0.01","16,303,886",,,
648,036800,나이스정보통신,"24,950","650","2.7","21,004","518,198,550","24,550","25,000","24,300","249,500,000,000","0.01","10,000,000",,,
649,002990,금호산업,"6,810","110","1.6","122,021","825,404,100","6,720","6,870","6,650","249,477,022,440","0.01","36,633,924",,,
650,029530,신도리코,"24,700","250","1.0","13,587","334,439,700","24,300","24,900","24,250","248,976,716,300","0.01","10,080,029",,,
651,236200,슈프리마,"34,600","250","0.7","120,724","4,217,813,700","34,700","35,550","34,050","248,887,245,800","0.01","7,193,273",,,
652,011280,태림포장,"3,510","0","0.0","142,205","499,109,175","3,490","3,535","3,485","248,528,849,400","0.01","70,805,940",,,
653,136490,선진,"10,450","-50","-0.5","32,401","337,864,550","10,450","10,550","10,350","248,496,861,800","0.01","23,779,604",,,
654,317330,덕산테코피아,"13,500","-200","-1.5","100,452","1,353,342,600","13,700","13,800","13,250","248,095,278,000","0.01","18,377,428",,,
655,040350,큐로컴,"2,180","-30","-1.4","632,617","1,375,412,915","2,190","2,210","2,160","247,992,529,380","0.01","113,758,041",,,
656,002720,국제약품,"13,450","2,300","20.6","27,479,793","334,204,138,500","11,950","14,250","10,700","247,486,994,000","0.01","18,400,520",,,
657,144960,뉴파워프라즈마,"5,980","20","0.3","2,028,423","12,325,617,450","6,000","6,240","5,930","247,283,076,300","0.01","41,351,685",,,
658,017940,E1,"36,000","550","1.6","20,261","729,917,100","35,950","36,400","35,500","246,960,000,000","0.01","6,860,000",,,
659,002310,아세아제지,"27,400","-150","-0.5","44,397","1,214,113,900","27,550","27,650","27,250","245,408,154,800","0.01","8,956,502",,,
660,002020,코오롱,"19,400","200","1.0","89,972","1,742,192,050","19,200","19,700","18,850","244,952,664,400","0.01","12,626,426",,,
661,003545,대신증권우,"9,390","90","1.0","171,348","1,608,258,200","9,330","9,440","9,280","244,140,000,000","0.01","26,000,000",,,
662,123420,선데이토즈,"25,450","250","1.0","90,519","2,284,024,700","25,500","25,500","24,900","243,552,478,900","0.01","9,569,842",,,
663,044820,코스맥스비티아이,"25,300","-700","-2.7","34,078","872,670,350","25,700","26,400","25,100","242,979,201,300","0.01","9,603,921",,,
664,00279K,아모레G3우(전환),"34,250","-600","-1.7","10,188","351,975,950","34,850","34,850","34,250","242,907,850,000","0.01","7,092,200",,,
665,001360,삼성제약,"3,940","20","0.5","2,082,546","8,243,992,295","3,975","4,050","3,890","242,505,869,220","0.01","61,549,713",,,
666,002810,삼영무역,"13,050","-200","-1.5","23,180","303,829,100","13,200","13,200","13,050","240,993,671,400","0.01","18,466,948",,,
667,007340,디티알오토모티브,"24,100","-100","-0.4","8,063","193,843,100","24,300","24,300","23,900","240,855,520,500","0.01","9,994,005",,,
668,144620,코오롱머티리얼,"3,505","-160","-4.4","3,594,338","12,994,946,120","3,775","3,895","3,400","240,648,515,675","0.01","68,658,635",,,
669,053610,프로텍,"21,850","850","4.0","172,836","3,748,530,450","21,200","22,250","20,700","240,350,000,000","0.01","11,000,000",,,
670,101530,해태제과식품,"8,210","40","0.5","24,918","204,169,150","8,220","8,230","8,120","239,049,108,620","0.01","29,116,822",,,
671,263690,디알젬,"21,100","-1,450","-6.4","721,761","15,667,715,150","22,350","22,700","21,000","238,970,371,000","0.01","11,325,610",,,
672,015750,성우하이텍,"2,985","-15","-0.5","318,666","951,508,510","3,000","3,045","2,945","238,800,000,000","0.01","80,000,000",,,
673,018000,유니슨,"2,310","125","5.7","90,261,208","217,985,110,645","2,200","2,600","2,150","238,568,370,810","0.01","103,276,351",,,
674,161580,필옵틱스,"12,600","-100","-0.8","328,957","4,098,995,350","12,750","12,750","12,300","237,637,272,600","0.01","18,860,101",,,
675,142280,녹십자엠에스,"11,250","250","2.3","919,667","10,143,451,500","11,100","11,300","10,600","237,569,433,750","0.01","21,117,283",,,
676,201490,미투온,"7,530","140","1.9","816,977","6,111,226,000","7,400","7,640","7,280","235,371,008,100","0.01","31,257,770",,,
677,106240,파인테크닉스,"5,480","190","3.6","2,221,730","12,076,997,880","5,310","5,600","5,200","234,781,722,400","0.01","42,843,380",,,
678,270870,뉴트리,"25,850","50","0.2","125,246","3,243,616,450","25,850","26,250","25,550","234,529,915,400","0.01","9,072,724",,,
679,067080,대화제약,"12,850","-50","-0.4","158,491","2,017,768,950","13,050","13,100","12,600","234,190,915,900","0.01","18,224,974",,,
680,217270,넵튠,"9,980","0","0.0","225,053","2,211,238,110","9,980","10,150","9,620","233,234,057,080","0.01","23,370,146",,,
681,082800,루미마이크로,"1,775","-45","-2.5","2,663,662","4,772,235,385","1,810","1,825","1,770","232,839,474,975","0.01","131,177,169",,,
682,078520,에이블씨엔씨,"8,570","-150","-1.7","83,270","717,697,050","8,760","8,800","8,540","231,676,743,630","0.01","27,033,459",,,
683,079940,가비아,"17,100","450","2.7","699,906","11,832,567,000","16,800","17,150","16,550","231,460,196,400","0.01","13,535,684",,,
684,214390,경보제약,"9,660","330","3.5","169,038","1,610,327,560","9,430","9,680","9,300","230,940,267,600","0.01","23,906,860",,,
685,125210,아모그린텍,"13,950","-50","-0.4","181,077","2,511,738,200","14,050","14,100","13,750","230,130,220,500","0.01","16,496,790",,,
686,036580,팜스코,"6,260","-140","-2.2","218,122","1,377,658,440","6,350","6,550","6,210","229,916,923,180","0.01","36,727,943",,,
687,007690,국도화학,"39,300","50","0.1","32,527","1,285,658,000","39,700","40,300","38,850","228,357,208,800","0.01","5,810,616",,,
688,005420,코스모화학,"8,730","-190","-2.1","527,230","4,628,066,540","8,950","8,960","8,700","227,947,502,250","0.01","26,110,825",,,
689,041830,인바디,"16,650","-50","-0.3","98,183","1,651,544,250","16,700","17,000","16,600","227,834,970,300","0.01","13,683,782",,,
690,045520,크린앤사이언스,"35,050","0","0.0","151,781","5,313,573,250","35,550","35,600","34,450","227,825,000,000","0.01","6,500,000",,,
691,079980,휴비스,"6,590","80","1.2","286,234","1,893,083,440","6,570","6,670","6,500","227,355,000,000","0.01","34,500,000",,,
692,155650,와이엠씨,"11,350","-100","-0.9","454,857","5,029,586,950","11,250","11,350","10,750","226,708,963,300","0.01","19,974,358",,,
693,123690,한국화장품,"14,100","-150","-1.0","187,806","2,649,450,000","14,300","14,400","14,000","226,558,800,000","0.01","16,068,000",,,
694,014620,성광벤드,"7,920","140","1.8","1,419,495","11,470,991,250","8,000","8,350","7,860","226,512,000,000","0.01","28,600,000",,,
695,290670,대보마그네틱,"34,200","500","1.5","84,698","2,840,849,650","33,700","34,200","33,150","226,300,476,600","0.01","6,616,973",,,
696,003560,IHQ,"1,545","-15","-1.0","730,504","1,133,422,920","1,560","1,575","1,535","225,934,230,660","0.01","146,235,748",,,
697,063080,게임빌,"34,150","0","0.0","36,938","1,243,581,750","34,150","34,300","33,200","225,225,806,800","0.01","6,595,192",,,
698,025000,KPX케미칼,"46,450","500","1.1","6,029","276,025,200","45,950","46,600","45,200","224,818,000,000","0.01","4,840,000",,,
699,297090,씨에스베어링,"23,700","100","0.4","977,605","24,422,577,850","23,900","26,200","23,500","224,235,180,000","0.01","9,461,400",,,
700,074610,이엔플러스,"5,910","-110","-1.8","839,217","4,997,966,150","5,930","6,070","5,910","224,207,049,450","0.01","37,936,895",,,
701,016590,신대양제지,"55,600","600","1.1","12,279","676,652,900","55,000","55,800","54,800","224,055,879,200","0.01","4,029,782",,,
702,000970,한국주철관,"9,820","-30","-0.3","1,518,776","15,195,732,200","10,000","10,250","9,800","223,900,910,000","0.01","22,800,500",,,
703,089010,켐트로닉스,"15,350","600","4.1","2,044,937","32,145,867,550","14,950","16,350","14,950","223,684,728,250","0.01","14,572,295",,,
704,016710,대성홀딩스,"13,900","150","1.1","74,840","1,029,339,750","13,750","13,900","13,600","223,643,480,100","0.01","16,089,459",,,
705,041190,우리기술투자,"2,655","50","1.9","754,311","2,004,770,140","2,610","2,685","2,610","223,020,000,000","0.01","84,000,000",,,
706,061250,화일약품,"12,850","50","0.4","16,792,706","213,917,143,100","13,300","14,050","11,650","222,321,049,650","0.01","17,301,249",,,
707,037710,광주신세계,"138,500","-500","-0.4","171","23,657,500","140,000","140,000","138,000","221,600,000,000","0.01","1,600,000",,,
708,035890,서희건설,"1,070","0","0.0","790,660","848,953,620","1,075","1,085","1,065","221,576,871,160","0.01","207,081,188",,,
709,075580,세진중공업,"5,770","-250","-4.2","582,118","3,416,071,690","6,080","6,100","5,770","221,410,594,400","0.01","38,372,720",,,
710,086820,바이오솔루션,"27,350","50","0.2","62,588","1,710,164,850","27,450","27,550","27,100","221,300,501,100","0.01","8,091,426",,,
711,034810,해성산업,"12,200","0","0.0","89,371","1,093,308,600","12,400","12,450","12,050","221,051,495,000","0.01","18,118,975",,,
712,058400,KNN,"1,665","-25","-1.5","3,579,255","5,995,047,910","1,690","1,715","1,640","220,495,483,800","0.01","132,429,720",,,
713,256630,포인트엔지니어링,"3,895","-75","-1.9","1,083,628","4,218,513,415","4,000","4,025","3,825","220,015,158,990","0.01","56,486,562",,,
714,282880,코윈테크,"23,750","-250","-1.0","104,816","2,494,453,500","24,000","24,100","23,650","219,722,935,000","0.01","9,251,492",,,
715,123860,아나패스,"21,650","250","1.2","38,387","829,811,400","21,400","22,000","21,250","219,264,705,000","0.01","10,127,700",,,
716,033160,엠케이전자,"10,050","-550","-5.2","870,539","8,840,101,690","10,450","10,500","9,980","219,167,274,450","0.01","21,807,689",,,
